2457093.5067850002,0.9980800000,0.0016220000
2457093.5093680001,1.0001330000,0.0015880000
2457093.5118519999,1.0034610000,0.0015810000
2457093.5143360002,0.9998540000,0.0015600000
2457093.5168280001,0.9977580000,0.0015570000
2457093.5193300000,0.9993690000,0.0015670000
2457093.5218159999,1.0001940000,0.0015710000
2457093.5243060002,1.0009940000,0.0015670000
2457093.5268029999,1.0025170000,0.0015600000
2457093.5292969998,1.0015780000,0.0015670000
2457093.5317870001,1.0049060000,0.0015600000
2457093.5344810002,0.9990780000,0.0015540000
2457093.5369830001,1.0036200000,0.0015470000
2457093.5394779998,1.0017440000,0.0015570000
2457093.5419749999,0.9969640000,0.0015330000
2457093.5444689998,0.9993860000,0.0015400000
2457093.5469510001,1.0007980000,0.0015400000
2457093.5494430000,0.9986670000,0.0015300000
2457093.5519220000,0.9971710000,0.0015230000
2457093.5544210002,0.9989180000,0.0015200000
2457093.5569179999,0.9971470000,0.0015160000
2457093.5594139998,0.9992680000,0.0015100000
2457093.5619100002,1.0007370000,0.0015270000
2457093.5644069999,1.0008690000,0.0015200000
2457093.5668950002,0.9972320000,0.0015200000
2457093.5693870001,0.9998880000,0.0015030000
2457093.5718800002,0.9992850000,0.0015060000
2457093.5743769999,0.9975750000,0.0015030000
2457093.5768660000,0.9971710000,0.0015030000
2457093.5793539998,0.9990230000,0.0015060000
2457093.5818449999,0.9970930000,0.0014960000
2457093.5843380000,1.0006860000,0.0014930000
2457093.5868239999,1.0016020000,0.0015030000
2457093.5893110000,1.0005970000,0.0014960000
2457093.5917930002,0.9992000000,0.0015030000
2457093.5944810002,1.0013470000,0.0015060000
2457093.5969650000,1.0025850000,0.0015060000
2457093.5994560001,1.0014460000,0.0014990000
2457093.6019690000,0.9995150000,0.0015030000
2457093.6044560000,0.9994440000,0.0015060000
2457093.6069530002,1.0009060000,0.0014930000
2457093.6094439998,1.0001700000,0.0015060000
2457093.6119360002,0.9996950000,0.0014930000
2457093.6144190002,1.0008990000,0.0014930000
2457093.6169119999,0.9995530000,0.0014860000
2457093.6194090000,1.0018760000,0.0014930000
2457093.6219049999,0.9995760000,0.0014890000
2457093.6243980001,0.9987860000,0.0014890000
2457093.6269040001,0.9973070000,0.0014890000
2457093.6293970002,0.9963840000,0.0014860000
2457093.6318870001,0.9928590000,0.0014860000
2457093.6343769999,0.9935580000,0.0014760000
2457093.6368729998,0.9902850000,0.0014720000
2457093.6393690002,0.9932670000,0.0014760000
2457093.6418559998,0.9909190000,0.0014720000
2457093.6443469999,0.9921540000,0.0014690000
2457093.6468449999,0.9925470000,0.0014760000
2457093.6493360000,0.9880970000,0.0014650000
2457093.6518270001,0.9902440000,0.0014520000
2457093.6543120001,0.9895760000,0.0014550000
2457093.6567940000,0.9925130000,0.0014590000
2457093.6592919999,0.9869980000,0.0014620000
2457093.6617800002,0.9908070000,0.0014520000
2457093.6642709998,0.9915430000,0.0014620000
2457093.6667559999,0.9928020000,0.0014590000
2457093.6692440002,0.9913870000,0.0014620000
2457093.6717289998,0.9897080000,0.0014620000
2457093.6742199999,0.9901490000,0.0014590000
2457093.6767179999,0.9912380000,0.0014620000
2457093.6792139998,0.9874690000,0.0014490000
2457093.6817000001,0.9874590000,0.0014590000
2457093.6842000000,0.9896130000,0.0014520000
2457093.6866859999,0.9904540000,0.0014520000
2457093.6891700001,0.9873200000,0.0014520000
2457093.6916669998,0.9879910000,0.0014520000
2457093.6941729998,0.9901900000,0.0014520000
2457093.6966730002,0.9899690000,0.0014520000
2457093.6991639999,0.9898170000,0.0014550000
2457093.7016570000,0.9909360000,0.0014550000
2457093.7041540002,0.9902270000,0.0014650000
2457093.7066540001,0.9867570000,0.0014620000
2457093.7091629999,0.9874350000,0.0014620000
2457093.7116560000,0.9874390000,0.0014650000
2457093.7141470001,0.9890630000,0.0014720000
2457093.7166530001,0.9911770000,0.0014720000
2457093.7191479998,0.9904750000,0.0014790000
2457093.7216469999,0.9955190000,0.0014890000
2457093.7241449999,0.9930090000,0.0014990000
2457093.7266370002,0.9899050000,0.0014790000
2457093.7291400000,0.9925810000,0.0014960000
2457093.7316310001,0.9910280000,0.0015030000
2457093.7341280002,0.9871540000,0.0014990000
2457093.7366169998,0.9876930000,0.0014930000
2457093.7391100000,0.9893450000,0.0014960000
2457093.7415959998,0.9891180000,0.0014990000
2457093.7440909999,0.9890130000,0.0015060000
