2457330.7514729998,1.0019330000,0.0018500000
2457330.7538089999,1.0005070000,0.0018370000
2457330.7561470000,1.0025190000,0.0018290000
2457330.7584819999,1.0010980000,0.0018220000
2457330.7608170002,0.9994960000,0.0018200000
2457330.7631560001,0.9978100000,0.0018000000
2457330.7654940002,1.0009850000,0.0018130000
2457330.7678319998,1.0011890000,0.0018130000
2457330.7701699999,1.0034500000,0.0018010000
2457330.7725089998,0.9994290000,0.0018000000
2457330.7748409999,1.0005490000,0.0018150000
2457330.7771790000,1.0003310000,0.0018170000
2457330.7795170001,0.9993010000,0.0017960000
2457330.7818550002,1.0012380000,0.0018060000
2457330.7841909998,1.0033400000,0.0017980000
2457330.7868209998,1.0007420000,0.0017680000
2457330.7894489998,0.9998040000,0.0017300000
2457330.7917869999,1.0022810000,0.0017620000
2457330.7941259998,1.0003990000,0.0017750000
2457330.7964639999,0.9994790000,0.0017690000
2457330.7988020000,0.9997000000,0.0017080000
2457330.8011369999,0.9971940000,0.0017100000
2457330.8034780002,0.9977070000,0.0017230000
2457330.8058170001,0.9961320000,0.0017330000
2457330.8084410001,0.9945480000,0.0017380000
2457330.8115079999,0.9903370000,0.0016800000
2457330.8139940002,0.9920500000,0.0017100000
2457330.8163290001,0.9921670000,0.0017320000
2457330.8189570000,0.9894230000,0.0016950000
2457330.8215810000,0.9907830000,0.0016940000
2457330.8239199999,0.9939260000,0.0017120000
2457330.8262580000,0.9882490000,0.0016670000
2457330.8285960001,0.9924840000,0.0017060000
2457330.8309309999,0.9906650000,0.0016690000
2457330.8332670000,0.9904540000,0.0016670000
2457330.8357529999,0.9913680000,0.0017040000
2457330.8385279998,0.9899040000,0.0016630000
2457330.8409030000,0.9898960000,0.0016950000
2457330.8432769999,0.9897900000,0.0016500000
2457330.8456239998,0.9912960000,0.0017400000
2457330.8479990000,0.9928670000,0.0016480000
2457330.8504789998,0.9897280000,0.0016490000
2457330.8532570000,0.9930350000,0.0016810000
2457330.8558880002,0.9902240000,0.0016510000
2457330.8585120002,0.9913760000,0.0016640000
2457330.8612899999,0.9879530000,0.0016590000
2457330.8637730000,0.9914470000,0.0016570000
2457330.8667449998,0.9912920000,0.0016670000
2457330.8690829999,0.9904050000,0.0016650000
2457330.8721159999,0.9902020000,0.0016530000
2457330.8765440001,0.9913300000,0.0016890000
2457330.8788790000,0.9894380000,0.0016560000
2457330.8812170001,0.9907840000,0.0016560000
2457330.8835550002,0.9912350000,0.0016740000
2457330.8858940001,0.9930900000,0.0016660000
2457330.8882289999,0.9907180000,0.0016390000
2457330.8905610000,0.9882470000,0.0016430000
2457330.8928990001,0.9909860000,0.0016480000
2457330.8952350002,0.9876210000,0.0016400000
2457330.8975729998,0.9909590000,0.0016410000
2457330.8999109999,0.9886880000,0.0016410000
2457330.9022490000,0.9871890000,0.0016410000
2457330.9045850001,0.9884920000,0.0016360000
2457330.9069200000,0.9874640000,0.0016570000
2457330.9092580001,0.9900860000,0.0016290000
2457330.9115900001,0.9885370000,0.0016320000
2457330.9139279998,0.9892260000,0.0016340000
2457330.9162610001,0.9884170000,0.0016370000
2457330.9185990002,0.9911370000,0.0016450000
2457330.9209340001,0.9877530000,0.0016360000
2457330.9232700001,0.9918290000,0.0016670000
2457330.9256090000,0.9941570000,0.0016370000
2457330.9279470001,0.9939030000,0.0016390000
2457330.9302849998,0.9939550000,0.0016330000
2457330.9326200001,0.9954930000,0.0016240000
2457330.9349580002,0.9983770000,0.0016480000
2457330.9372990001,0.9982420000,0.0016700000
2457330.9396340000,0.9970560000,0.0016720000
2457330.9419689998,0.9992340000,0.0016700000
2457330.9443069999,0.9980010000,0.0016750000
2457330.9466430000,0.9975960000,0.0016580000
2457330.9489790001,0.9981710000,0.0017370000
2457330.9513170002,0.9998540000,0.0017620000
2457330.9536520001,0.9961760000,0.0017890000
2457330.9559880001,0.9983970000,0.0019010000
2457330.9583259998,0.9985380000,0.0019320000
2457330.9606639999,0.9981820000,0.0019930000
2457330.9635859998,0.9993710000,0.0021900000
